0.074,1.1,0.008021985105207956
0.074,1.2000000000000002,0.01385132842863721
0.074,1.3,0.017822165063032146
0.074,1.4000000000000001,0.020268630101137167
0.074,1.5,0.021524858635696642
0.074,1.6,0.021924985759454955
0.074,1.7000000000000002,0.022127866050399212
0.074,1.8000000000000003,0.022384020088234896
0.074,1.9000000000000001,0.022551102194643773
0.074,2.,0.022806723659621938
0.074,2.1,0.02332849577316548
0.074,2.2,0.025081749676415892
0.074,2.3000000000000003,0.028029846103123243
0.074,2.4000000000000004,0.03120867407114046
0.074,2.5,0.034418904306867455
0.074,2.6,0.03746120753670416
0.074,2.7,0.0392981797062389
0.074,2.8000000000000003,0.03997040756502782
0.074,2.9000000000000004,0.04047843572623847
0.074,3.,0.04102107634927409
0.074,3.1,0.041797141593537965
0.074,3.2,0.04387535433305804
0.074,3.3000000000000003,0.04719325164840318
0.074,3.4000000000000004,0.05071936775747122
0.074,3.5000000000000004,0.05424221062886642
0.074,3.6,0.05755028823119302
0.074,3.7,0.05952006765313761
0.074,3.8000000000000003,0.060226612672507854
0.074,3.9000000000000004,0.06073265284202867
0.074,4.,0.06125382149548769
0.074,4.1,0.062005751966672594
0.074,4.2,0.06413979925319312
0.074,4.300000000000001,0.0675647965203281
0.074,4.4,0.07120493101613595
0.074,4.5,0.07484071178754435
0.074,4.6,0.07825264788148092
0.074,4.7,0.08027178453013681
0.074,4.800000000000001,0.08100274822738052
0.074,4.9,0.08152059392398099
0.074,5.,0.08204425329821961
0.074,5.1,0.0827926580283777
0.074,5.200000000000001,0.0849346557813698
0.074,5.300000000000001,0.08835226621293965
0.074,5.4,0.09198491044732093
0.074,5.5,0.09561593764607965
0.074,5.6,0.09902869697078166
0.074,5.700000000000001,0.10106540817784956
0.074,5.800000000000001,0.10185556728628083
0.074,5.9,0.10243490716375539
0.074,6.,0.10301535288088412
0.074,6.1,0.10380882950827783
0.074,6.200000000000001,0.10595093009067871
0.074,6.300000000000001,0.1093018984084138
0.074,6.4,0.1128593129466793
0.074,6.5,0.11641735534173507
0.074,6.6,0.11977020722984108
0.074,6.700000000000001,0.12181209878222474
0.074,6.800000000000001,0.12269135502391153
0.074,6.9,0.12337110087900315
0.074,7.,0.12404976798802493
0.074,7.1,0.12492578799150218
0.074,7.200000000000001,0.12706865007982224
0.074,7.300000000000001,0.13032304054347196
0.074,7.4,0.1337695584061447
0.074,7.5,0.13721800597005404
0.074,7.6,0.14047818553741345
0.074,7.700000000000001,0.1425213896807854
0.074,7.800000000000001,0.14350834523670875
0.074,7.9,0.14431205766828836
0.074,8.,0.14511393705239933
0.074,8.1,0.1460953934659168
0.074,8.200000000000001,0.14824111750412097
0.074,8.3,0.15138648619185038
0.074,8.4,0.15470656394362692
0.074,8.5,0.15802913362028165
0.074,8.6,0.1611819780826456
0.074,8.700000000000001,0.16322653297856557
0.074,8.8,0.1643299805403546
0.074,8.9,0.16526870628523121
0.074,9.,0.166205632656871
0.074,9.1,0.16730368209894958
0.074,9.2,0.1694541874837087
0.074,9.3,0.17248877133990337
0.074,9.4,0.17567947350144417
0.074,9.5,0.17887275669520888
0.074,9.6,0.18191508364807532
0.074,9.7,0.18396281199779413
0.074,9.8,0.18518441962774002
0.074,9.9,0.18626034128196764
0.074,10.,0.18733490492647237
0.074,10.1,0.18855243852724957
0.074,10.2,0.19070918578581414
0.074,10.3,0.1936376910685559
0.074,10.4,0.19670384157111087
0.074,10.5,0.19977240316484393
0.074,10.6,0.20270814172112003
0.074,10.700000000000001,0.20476158731137517
0.074,10.8,0.20609832701581993
0.074,10.9,0.20730785067929144
0.074,11.,0.2085166362915485
0.074,11.1,0.20985116184234995
0.074,11.200000000000001,0.21201528293584368
0.074,11.3,0.21484615700512794
0.074,11.4,0.21779712116410901
0.074,11.5,0.22075021471592784
0.074,11.6,0.22358747696372555
0.074,11.700000000000001,0.2256493732162049
0.074,11.8,0.22709538843333227
0.074,11.9,0.22843146422586683
0.074,12.,0.2297674679876515
0.074,12.1,0.2312132671125296
0.074,12.200000000000001,0.2333857275490011
0.074,12.3,0.23612938887906873
0.074,12.4,0.23897695731557145
0.074,12.5,0.24182635533337127
0.074,12.6,0.24457550540732997
0.074,12.700000000000001,0.24664853805871045
0.074,12.8,0.2481965015202107
0.074,12.9,0.24965028454367258
0.074,13.,0.25110463573223674
0.074,13.1,0.2526543036890436
0.074,13.200000000000001,0.2548360782081679
0.074,13.3,0.2575037753269981
0.074,13.4,0.2602607836516815
0.074,13.5,0.26301935540269267
0.074,13.6,0.2656917428005062
0.074,13.700000000000001,0.2677784041837166
0.074,13.8,0.2694204271547322
0.074,13.9,0.2709823831985409
0.074,14.,0.27254548538453804
0.074,14.1,0.27419094678211936
0.074,14.200000000000001,0.276383063050947
0.074,14.3,0.27898613358224095
0.074,14.4,0.28166556761347794
0.074,14.5,0.2843463601402062
0.074,14.6,0.28695350615797355
0.074,14.700000000000001,0.28905609375092006
0.074,14.8,0.2907843456963116
0.074,14.9,0.2924449952727722
0.074,15.,0.2941072907680945
0.074,15.1,0.29584048047007133
0.074,15.200000000000001,0.29804407237519526
0.074,15.3,0.3005934821856934
0.074,15.4,0.303207916264745
0.074,15.5,0.3058235735012032
0.074,15.6,0.3083766527839213
0.074,15.700000000000001,0.31049724615654667
0.074,15.8,0.31230431765910194
0.074,15.9,0.31405467410193794
0.074,16.,0.3158070932762016
0.074,16.1,0.3176203529730397
0.074,16.200000000000003,0.3198366505439024
0.074,16.3,0.3223427011752453
0.074,16.400000000000002,0.32490394458013977
