0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
85.042,79.005,44.726,16.699,14.327,8.506,10.446,24.459,79.001,87.193,87.839,86.761,87.192,88.269,89.131,-89.59,-87.004,-80.968,-74.716,-66.74,-59.195,-50.572,-40.871,-32.248,-22.763,-9.612,3.107,19.706,34.15,52.259,77.051,84.811,87.829,88.26,86.966,86.965,84.809
