0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
-67.909,-43.629,-13.076,-9.795,-14.152,-15.235,-13.864,-13.311,-15.485,-22.296,-25.015,-23.098,-25.273,-25.811,-40.803,-59.341,-80.879,-80.326,-74.318,-65.583,-54.667,-40.75,-29.288,-20.553,-12.091,-1.992,6.469,11.932,16.848,20.129,26.955,35.689,43.333,50.977,60.803,-34.098,87
