0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
-3.669,-1.067,0.24,0.252,0.696,0.923,-3.597,-8.549,-10.911,-17.59,-32.254,-69.58,-88.561,-89.196,-87.674,-87.446,-85.923,-82.242,-76.187,-66.894,-58.681,-49.604,-38.585,-27.997,-16.978,-8.765,-0.12,8.094,16.307,22.362,20,17.854,17.003,12.266,0.624,-1.091,-2.84E-14
