0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
49.473,28.132,2.263,3.772,5.928,5.928,0.539,-5.713,-11.102,-11.102,-11.533,-11.102,-10.024,-0.108,-62.838,-75.341,-77.066,-74.695,-72.323,-65.641,-55.293,-41.497,-27.054,-14.766,-6.575,0.323,8.299,18.216,25.76,27.269,32.443,39.988,48.826,49.473,51.413,50.551,41.713
