0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
-13.729,-26.144,-11.537,1.108,4.383,1.338,-11.077,-32.209,-42.01,-45.926,-66.622,79.825,79.177,80.926,87.034,-89.249,-86.41,-80.956,-73.977,-64.6,-55.878,-48.027,-38.65,-27.748,-15.757,-4.201,13.239,32.203,40.708,43.765,55.975,74.068,80.176,85.194,78.662,75.4,12.32
