0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
43.043,9.783,-5.652,-5.435,-4.783,-5.435,-9.348,-15.435,-23.043,-29.348,-35.652,-41.522,-48.478,-60,-73.043,-80.217,-80.435,-77.391,-73.478,-66.304,-53.696,-38.913,-24.783,-14.783,-7.609,-0.87,6.087,13.696,17.609,20,21.304,23.913,31.739,49.783,42.174,29.348,35
