0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
-87.401,-83.718,88.917,13.971,17.22,20.036,40.83,70.072,83.285,86.534,87.617,88.051,88.051,88.051,89.35,-88.917,-86.968,-84.152,-79.603,-73.755,-67.473,-59.675,-51.011,-41.913,-32.166,-22.635,-11.372,0.542,16.57,43.646,65.09,81.769,89.134,-89.35,-88.484,-88.484,-88.917
