0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
-60.036,-43.094,-24.198,-17.244,-15.283,-15.06,-17.877,-21.779,-28.721,-34.578,-40.868,-50.633,-60.398,34.059,49.047,47.968,18.444,-48.86,-79.903,-73.601,-62.304,-47.75,-34.065,-23.42,-12.557,-4.3,5.477,12.214,20.471,28.293,37.636,45.458,52.847,59.367,59.373,-71.767,-67.636
