0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
88.496,87.422,86.348,76.468,71.957,66.587,87.208,-71.098,-70.453,-73.89,-81.408,-89.356,85.919,86.563,86.993,88.282,-89.356,-84.845,-79.475,-73.031,-65.728,-56.277,-45.322,-32.434,-20.835,-9.666,-0.215,7.733,15.68,29.642,43.174,63.795,79.905,85.704,86.563,86.778,87.208
