0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
29.355,13.226,-6.774,-10.215,-11.505,-15.806,-21.183,-25.484,-32.366,-39.462,-42.258,-42.258,-50.43,-62.043,-72.581,-74.301,-75.161,-73.441,-69.355,-63.548,-54.301,-39.892,-23.548,-11.72,-5.269,3.548,10.43,20.968,24.409,31.505,40.538,50.215,63.763,66.989,71.505,74.086,59.12
